id,skyddsrumsnr,gatuadress,kommunnamn,antalplatser,latitude,longitude
62929108,131494-7,Torshällavägen 7,Eskilstuna,58,16.51924283028529,59.380194313112426
62929109,131495-2,Torshällavägen 3,Eskilstuna,96,16.520702232740277,59.37976415419732
62929110,131496-8,Heljestrandsgatan 2,Eskilstuna,41,16.52145544527758,59.37928832673445
62929111,131498-9,Fristadsgatan 14,Eskilstuna,175,16.51508880589217,59.3825688632663
62929112,131499-4,Fristadsgatan 14,Eskilstuna,177,16.51478332708268,59.38321908726761
62929113,131500-8,Fristadsgatan 12,Eskilstuna,175,16.516024520803864,59.38223465487419
62929114,131501-3,Fristadsgatan 12 D,Eskilstuna,116,16.515740229812337,59.3825702782381
62929115,131502-9,Fristadsgatan 10a,Eskilstuna,180,16.517100174116386,59.3818808491409
62929116,131503-4,Fristadsgatan 10 C,Eskilstuna,123,16.51680110832301,59.38227951813645
62929117,131505-5,Fristadsgatan 8 A,Eskilstuna,180,16.51808783161971,59.38152805832511
62929118,131506-0,Fristadsgatan 8 C,Eskilstuna,123,16.517806776581864,59.381935501809245
62929119,131507-6,Fristadsgatan 6 A,Eskilstuna,180,16.519325405555104,59.38125318430872
62929120,131508-1,Fristadsgatan 6 C,Eskilstuna,123,16.519005564461306,59.38158024751566
62929121,131509-7,Fristadsgatan 4,Eskilstuna,174,16.520432966653328,59.380827125857955
62929122,131510-2,Fristadsgatan 4,Eskilstuna,116,16.520081567514985,59.38123539433613
62929123,131511-8,Fristadsgatan 2 A,Eskilstuna,174,16.521439761356284,59.38051001263515
62929124,131512-3,Fristadsgatan 2 E,Eskilstuna,177,16.52114156263088,59.38092664530043
62929125,131513-9,Årbygatan 3,Eskilstuna,400,16.521725198799427,59.38177309452586
62929126,131514-4,Årbygatan 1,Eskilstuna,400,16.52226075875059,59.38076090296181
62929127,131516-5,Carlavägen 72-74,Eskilstuna,36,16.531052256843438,59.37545764132095
62929128,131517-0,Carlavägen 76,Eskilstuna,35,16.530099689897117,59.37580113971113
62929129,131518-6,Mått Johanssonsvägen 16,Eskilstuna,140,16.492532946793485,59.38446350153068
62929130,131519-1,Törnrosgatan 9-11,Eskilstuna,162,16.521539285960017,59.37565876516101
62929131,131520-7,Östergatan 8 A,Eskilstuna,196,16.52015910602428,59.37549522352854
62929132,131521-2,Östergatan 10 A,Eskilstuna,150,16.52086004613606,59.37581937404239
62929133,131522-8,Östra Storgatan 10,Eskilstuna,106,16.520865085430753,59.3751456919788
62929134,131523-3,Gustafsvägen 44,Eskilstuna,44,16.49576553835837,59.385109081914464
62929135,131524-9,Boställsgatan 5,Eskilstuna,65,16.496680588559475,59.38589794917874
62929136,131525-4,Boställsgatan 11,Eskilstuna,77,16.497630480510523,59.38667742874993
62929137,131527-5,Västergatan 8,Eskilstuna,90,16.522271657738,59.37825489773185
62929138,131529-6,Stålbrännaregatan 3-5,Eskilstuna,53,16.50997829439785,59.3812629064282
62929139,131530-1,Stålbrännaregatan 5,Eskilstuna,60,16.510259408638277,59.38125067084785
62929140,131531-7,Magistervägen 20,Eskilstuna,170,16.52600813306075,59.38227992951686
62929141,131532-2,Magistervägen 20,Eskilstuna,170,16.525878362155808,59.381742548617666
62929142,131533-8,Magistervägen 20,Eskilstuna,190,16.525808438197092,59.382928943598
62929143,131534-3,Västergatan 17,Eskilstuna,70,16.521661235784318,59.37877397296891
62929144,131535-9,Helgestagatan 5,Eskilstuna,26,16.506030102526378,59.384326362973184
62929145,131536-4,Gustafsvägen 22,Eskilstuna,77,16.503232809951268,59.383972413970476
62929146,131538-5,Västergatan 4,Eskilstuna,88,16.521319833445357,59.3774396901367
62929147,131539-0,Västergatan 6a,Eskilstuna,91,16.5215949811865,59.37768796707659
62929148,131541-1,Årbygatan 29,Eskilstuna,110,16.515995855218403,59.383564268451785
62929149,131542-7,Årbygatan 29,Eskilstuna,114,16.515153262302714,59.38361896459562
62929150,131543-2,Årbygatan 27,Eskilstuna,87,16.51612299415931,59.38325741583048
62929151,131544-8,Årbygatan 25,Eskilstuna,110,16.51673202303087,59.38309764934121
62929152,131545-3,Årbygatan 25,Eskilstuna,114,16.516364121125694,59.383137852382696
62929153,131546-9,Årbygatan 23,Eskilstuna,87,16.517301042209667,59.382830565748456
62929154,131547-4,Årbygatan 21,Eskilstuna,213,16.517454294700954,59.383502405393436
62929155,131549-5,Årbygatan 19,Eskilstuna,88,16.51819485567238,59.38313452468366
62929156,131550-0,Årbygatan 17,Eskilstuna,209,16.51878627704268,59.38297495340414
62929157,131551-6,Årbygatan 15,Eskilstuna,88,16.51933728099097,59.3826990888761
62929158,131552-1,Årbygatan 13,Eskilstuna,180,16.51973771505882,59.38338601063698
62929159,131553-7,Årbygatan 11,Eskilstuna,87,16.52034029852709,59.38308259614179
62929160,131554-2,Årbygatan 9,Eskilstuna,224,16.521175631117718,59.38286628154642
62929161,131555-8,Årbygatan 7,Eskilstuna,100,16.521558303961907,59.38276302114848
62929162,131556-3,Årbygatan 5,Eskilstuna,168,16.52268842622271,59.38283965243751
62929163,131557-9,Årbygatan 5,Eskilstuna,323,16.522598322899917,59.38240060374495
62929164,131558-4,Heljestrandsgatan 7,Eskilstuna,39,16.518226329933487,59.37990077123022
62929165,131560-5,Heljestrandsgatan 5,Eskilstuna,52,16.51891924276625,59.379650201326335
62929166,131561-0,Heljestrandsgatan 3,Eskilstuna,52,16.519977592374698,59.379305553993895
62929167,131562-6,Heljestrandsgatan 1,Eskilstuna,52,16.520705264859867,59.37904558775103
62929168,131563-1,Carlavägen 78-80,Eskilstuna,33,16.5293513341611,59.37598954876479
62929169,131564-7,Carlavägen 78-80,Eskilstuna,50,16.528798096035086,59.37621159353206
62929170,131565-2,Idungatan 8,Eskilstuna,52,16.524678536262737,59.37893633955079
62929171,131566-8,Idungatan 4,Eskilstuna,52,16.524251733397044,59.37844733650171
62929172,131567-3,Klostergatan 1-3,Eskilstuna,48,16.52233434604017,59.372191554187225
62929173,131568-9,Strandgatan 8,Eskilstuna,129,16.521547227512503,59.37229953638199
62929174,131569-4,Klostergatan 8,Eskilstuna,120,16.52757182406898,59.3724267174167
62929175,131571-5,Östra Storgatan 11,Eskilstuna,66,16.52055036139505,59.37479907685063
62929176,131572-0,Törnerosgatan 3,Eskilstuna,100,16.520236045559574,59.374461437881315
62929177,131573-6,Törnerosgatan 1,Eskilstuna,80,16.519620282726503,59.374073420441675
62929178,131574-1,Strandgatan 4,Eskilstuna,193,16.521881226765032,59.37150525461748
62929179,131575-7,Alfeltsgatan 7,Eskilstuna,65,16.522906242770812,59.37160107091501
62929180,131576-2,Alfeltsgatan 7,Eskilstuna,123,16.522906242770812,59.37160107091501
62929181,131577-8,Heljestrandsgatan 24,Eskilstuna,40,16.515138305265292,59.38131086100484
62929182,131578-3,Heljestrandsgatan 22,Eskilstuna,33,16.515634158301975,59.381376954371824
62929183,131579-9,Heljestrandsgatan 20,Eskilstuna,56,16.516028415120115,59.38113885119047
62929184,131580-4,Heljestrandsgatan 18,Eskilstuna,26,16.516449480024974,59.38110701260536
62929185,131582-5,Heljestrandsgatan 16,Eskilstuna,29,16.516644577884836,59.38074547952882
62929186,131583-0,Heljestrandsgatan 14,Eskilstuna,37,16.517349551714418,59.3807642269113
62929187,131586-7,Noachsgatan 12,Eskilstuna,84,16.523705089016634,59.37450179712326
62929188,131587-2,Noachsgatan 14,Eskilstuna,164,16.52426853532176,59.374899388656715
62929189,131588-8,Gränsgatan 3,Eskilstuna,126,16.52496398221181,59.37431643455446
62929190,131589-3,Gränsgatan 1,Eskilstuna,182,16.5249094580969,59.373885952571534
62929191,131590-9,Östra Storgatan 3a,Eskilstuna,80,16.52408820560957,59.37362610110809
62929192,131591-4,Östra Storgatan 3b,Eskilstuna,45,16.523670864528693,59.373738756513525
62929193,131593-5,Östra Storgatan 3 C,Eskilstuna,75,16.5234494332052,59.3739030125598
62929194,131594-0,Östra Storgatan 1,Eskilstuna,120,16.52473663733544,59.373564633237706
62929195,131595-6,Noachsgatan 4,Eskilstuna,34,16.521874002288847,59.37291545802104
62929196,131596-1,Slottsbacken 3,Eskilstuna,100,16.522619629124332,59.37305944452982
62929197,131597-7,Noachs Tvärgata 2 B,Eskilstuna,112,16.523074276205122,59.37338645777015
62929198,131598-2,Rinmansgatan 1,Eskilstuna,397,16.502534329548897,59.3821122875066
62929199,131599-8,Gränsgatan 18,Eskilstuna,38,16.520493208956534,59.37666792480712
62929200,131600-1,Heljestrandsgatan 17,Eskilstuna,36,16.515028306716633,59.380818149060154
62929201,131601-7,Heljestrandsgatan 15,Eskilstuna,42,16.515708475462205,59.38067552408818
62929202,131602-2,Heljestrandsgatan 13,Eskilstuna,29,16.51649099668497,59.380459852759515
62929203,131603-8,Heljestrandsgatan 11,Eskilstuna,12,16.516942830378877,59.38032885691295
62929204,131605-9,Klostergatan 5c,Eskilstuna,116,16.524418398961252,59.372355829400405
62929205,131606-4,Klostergatan 5a,Eskilstuna,88,16.523324606846497,59.372296754628074
62929206,131608-5,Kyrkogårdsgatan 8,Eskilstuna,48,16.524862161628818,59.37126386194893
62929207,131609-0,Uttermarksgatan 1-3,Eskilstuna,200,16.524384298201614,59.370811383057024
62929208,131610-6,Odengatan 37,Eskilstuna,53,16.53371140011061,59.37354025264217
62929209,131612-7,Carlavägen 58,Eskilstuna,64,16.53256113900191,59.373401083843106
62929210,131613-2,Carlavägen 60,Eskilstuna,41,16.53251768212954,59.37360817282842
62929211,131615-3,Klostergatan 39 A,Eskilstuna,36,16.537858837734017,59.374183010835445
62929212,131616-9,Carlavägen 47-49,Eskilstuna,70,16.532459142628056,59.37192030644368
62929213,131617-4,Galléengatan 36 C,Eskilstuna,209,16.53152810901386,59.37195818653999
62929214,131619-5,Klostergatan 16-18,Eskilstuna,159,16.53170889378217,59.372845249045646
62929215,131620-0,Andbergsgatan 7,Eskilstuna,60,16.5245740270113,59.35856715548193
62929216,131621-6,Andbergsgatan 9,Eskilstuna,25,16.524931319600785,59.35868872125024
62929217,131623-7,Mälarsjukhuset,Eskilstuna,111,16.535016058678213,59.3626840157488
62929218,131624-2,Mälarsjukhuset 1,Eskilstuna,112,16.53386575539817,59.36253587981354
62929219,131625-8,Mälarsjukhuset 2,Eskilstuna,29,16.531799472787853,59.363143975550095
62929220,131626-3,Mälarsjukhuset 2,Eskilstuna,70,16.531657578785417,59.36311869705765
62929221,131627-9,Kungsvägen,Eskilstuna,100,16.53061925713095,59.36389433023445
62929222,131628-4,Skogsvaktarvägen,Eskilstuna,86,16.536770214492115,59.363345965471765
62929223,131630-5,Sveagården,Eskilstuna,59,16.530297872271714,59.36300891555115
62929224,131631-0,Sveagården,Eskilstuna,200,16.530297872271714,59.36300891555115
62929225,131632-6,Odlarvägen,Eskilstuna,387,16.535016058678213,59.3626840157488
62929226,131633-1,Vasavägen 38,Eskilstuna,56,16.519569911236548,59.359568638080454
62929227,131634-7,Stenkvistavägen 13 A,Eskilstuna,50,16.516231957656906,59.36046074831009
62929228,131635-2,Stenkvistavägen 13 C,Eskilstuna,65,16.516594447949412,59.36069903789448
62929229,131636-8,Stenkvistavägen 15,Eskilstuna,72,16.516808216035784,59.360364230455424
62929230,131637-3,Stenkvistavägen 17,Eskilstuna,71,16.517454805766985,59.36026689165739
62929231,131638-9,Stenkvistavägen 19 e,Eskilstuna,96,16.519014467090695,59.359736779150296
62929232,131639-4,Stenkvistavägen 19 b,Eskilstuna,50,16.51835672465404,59.35997796220135
62929233,131642-0,Trädgårdsgatan 3,Eskilstuna,56,16.52081565497468,59.36539219553751
62929234,131643-6,Skogvaktarvägen 1,Eskilstuna,130,16.538062577352342,59.3658545859374
62929235,131644-1,Skogvaktarvägen 1,Eskilstuna,148,16.538163448105745,59.36497319051711
62929236,131645-7,Skogvaktarvägen 1,Eskilstuna,100,16.539313445554995,59.36511231117767
62929237,131647-8,Vasaplan 1-3,Eskilstuna,56,16.521462974247683,59.35980703356466
62929238,131648-3,Vasaplan 5,Eskilstuna,37,16.521811024835564,59.35972213737886
62929239,131649-9,Lohegatan 36,Eskilstuna,24,16.516253582518075,59.36094550619756
62929240,131650-4,Lohegatan 38,Eskilstuna,24,16.515982214601486,59.36077800965181
62929241,131652-5,Stenkvistavägen 9-11,Eskilstuna,152,16.51527725593737,59.360750276130766
62929242,131653-0,Bryggartorpsvägen 5-7,Eskilstuna,90,16.51469620434766,59.361134255621955
62929243,131654-6,Andbergsgatan 6,Eskilstuna,17,16.522534135992025,59.35897720005166
62929244,131655-1,Andbergsgatan 8,Eskilstuna,29,16.522750649883797,59.35870522189172
62929245,131656-7,Stenkvistavägen,Eskilstuna,152,16.521704422284063,59.358519837989995
62929246,131657-2,Vasaplan 7,Eskilstuna,135,16.521159450795555,59.358921389547305
62929247,131658-8,Anderbergsgatan 12b,Eskilstuna,120,16.523483897423358,59.35857989584223
62929248,131659-3,Andbergsgatan 14,Eskilstuna,111,16.52406158604491,59.358124061890344
62929249,131660-9,Sveavägen 40,Eskilstuna,35,16.53147885070673,59.361495111487685
62929250,131663-5,Lundbladsvägen 41,Eskilstuna,30,16.53095273496127,59.361142021565605
62929251,131665-6,Eskilsgatan 2,Eskilstuna,41,16.517405062123878,59.3650636735901
62929252,131666-1,Köpmansgatan 28,Eskilstuna,60,16.5167440003103,59.36523303288408
62929253,131667-7,Köpmangatan 30,Eskilstuna,134,16.516991455761342,59.36565229235304
62929254,131668-2,Eskilsgatan 2,Eskilstuna,54,16.51734594054394,59.365315847652205
62929255,131669-8,Tunaforsgatan 1,Eskilstuna,105,16.516034301960985,59.36234021166663
62929256,131670-3,Läkargatan 7,Eskilstuna,98,16.529954903592344,59.360471124062066
62929257,131671-9,Läkargatan 1,Eskilstuna,109,16.530208561989554,59.35946219939643
62929258,131672-4,Ruddammsgatan 9,Eskilstuna,58,16.52136322688276,59.367011489182055
62929259,131674-5,Kvarngärdesgatan 3,Eskilstuna,164,16.51721472399258,59.36434735592552
62929260,131675-0,Stenkvistavägen 1,Eskilstuna,120,16.512720777613076,59.361812845071036
62929261,131676-6,Stenkvistavägen 3,Eskilstuna,99,16.513253906432848,59.36153721053063
62929262,131677-1,Stenkvistavägen 5,Eskilstuna,130,16.513982052379212,59.361295236456385
62929263,131678-7,Eskilsgatan 7,Eskilstuna,50,16.517750771085254,59.36492492612473
62929264,131679-2,Malmgatan 7 a,Eskilstuna,45,16.517780786122223,59.365203008017794
62929265,131680-8,Ruddamsgatan 17,Eskilstuna,113,16.521835170712407,59.368119708640855
62929266,131681-3,Lundbladsvägen 33,Eskilstuna,35,16.529384285943888,59.36225618985742
62929267,131682-9,Sveavägen 34,Eskilstuna,16,16.530035319957236,59.36225753505851
62929268,131685-5,Haleniigatan 1,Eskilstuna,21,16.514298224421758,59.36286335398821
62929269,131686-0,Halenciigatan 3,Eskilstuna,68,16.51473102944804,59.36231044723504
62929270,131687-6,Tunaforsgatan 8,Eskilstuna,41,16.51473102944804,59.36231044723504
62929271,131688-1,Kvarngärdesgatan 2,Eskilstuna,78,16.515743892799296,59.364112972299964
62929272,131689-7,Tunaforsgatan 6a,Eskilstuna,35,16.515867295356777,59.36293494193312
62929273,131690-2,Tunaforsgatan 6b,Eskilstuna,40,16.515420463826,59.36277846518648
62929274,131691-8,Djurgårdsvägen 2,Eskilstuna,54,16.52074388887564,59.36968626305571
62929275,131693-9,Noreusgatan 1 D,Eskilstuna,100,16.517831774326854,59.36398090993679
62929276,131700-5,Köpmangatan 43,Eskilstuna,44,16.521327220418055,59.37013752476753
62929277,131701-0,Björkhultsvägen 4,Eskilstuna,82,16.498832731603414,59.35487771813868
62929278,131703-1,Tessingatan 7,Eskilstuna,26,16.500533700416682,59.359142391585735
62929279,131704-7,Tessingatan 5,Eskilstuna,30,16.50089051773403,59.35925504646297
62929280,131705-2,Björkhultsvägen 12,Eskilstuna,98,16.494730460008462,59.35399071879415
62929281,131706-8,Tallåsvägen 9,Eskilstuna,43,16.494294670533407,59.354480721049036
62929282,131707-3,Sturegatan 11,Eskilstuna,125,16.49835639025122,59.35684118679382
62929283,131708-9,Sturegatan 11,Eskilstuna,157,16.49835639025122,59.35684118679382
62929284,131709-4,Sturegatan 11,Eskilstuna,174,16.49835639025122,59.35684118679382
62929285,131711-5,Sturegatan 9,Eskilstuna,53,16.4997020472178,59.35624191193086
62929286,131712-0,Sturegatan 9,Eskilstuna,99,16.500186412470857,59.35605670783664
62929287,131713-6,Sturegatan 9,Eskilstuna,65,16.498845854373492,59.35597332571123
62929288,131714-1,Tallåsvägen 2a,Eskilstuna,31,16.498823294613754,59.35546163234263
62929289,131715-7,Tallåsvägen 2b,Eskilstuna,31,16.498457252076975,59.35553769224355
62929290,131716-2,Tallåsvägen 2c,Eskilstuna,31,16.497919349150283,59.35570554168036
62929291,131717-8,Alvägen 5,Eskilstuna,31,16.497787398631658,59.355904653096
62929292,131718-3,Bellmansgatan 2,Eskilstuna,120,16.507224983151662,59.36087053469273
62929293,131719-9,Bellmansgatan 8,Eskilstuna,92,16.50579391253261,59.36073437878909
62929294,131720-4,Ådalsvägen 2,Eskilstuna,73,16.507281386025106,59.360555525533776
62929295,131722-5,Ådalsvägen 4,Eskilstuna,73,16.5072139056232,59.3602239849119
62929296,131723-0,Bellmansgatan 1,Eskilstuna,130,16.506128487560346,59.36034430487726
62929297,131724-6,Bellmansgatan 3,Eskilstuna,150,16.505700995308572,59.3598283066441
62929298,131725-1,Bellmansgatan 3,Eskilstuna,145,16.505121719931825,59.35906257325792
62929299,131726-7,Furugatan 19,Eskilstuna,17,16.498749771779934,59.360177829519166
62929300,131727-2,Högbovägen 1,Eskilstuna,63,16.493267813660015,59.35513017931881
62929301,131728-8,Högbovägen 3,Eskilstuna,60,16.492736986246673,59.35545959527415
62929302,131729-3,Sturegatan 15-17,Eskilstuna,120,16.495016743068607,59.35810101779273
62929303,131730-9,Björkhultsvägen 6-10,Eskilstuna,104,16.49715539490414,59.353935953728744
62929304,131731-4,Stravangergatan 4,Eskilstuna,80,16.488287858794276,59.35910309253867
62929305,131733-5,Stravangergatan 2,Eskilstuna,76,16.488176360906397,59.35856546892308
62929306,131734-0,Kärrhagsvägen 11,Eskilstuna,92,16.486401382689504,59.3533763841047
62929307,131735-6,Gillbergavägen 5,Eskilstuna,132,16.505282601707652,59.36150372039798
62929308,131736-1,Gillbergavägen 5,Eskilstuna,115,16.504795104345725,59.36122193427149
62929309,131737-7,Gillbergavägen 5,Eskilstuna,112,16.504795104345725,59.36122193427149
62929310,131738-2,Wallingatan,Eskilstuna,78,16.50282046779795,59.35993338675667
62929311,131739-8,Björkhultsvägen 19,Eskilstuna,77,16.495859374651907,59.35366341608859
